offense_completion_percentage,offense_total_yards_gained_pass,offense_total_yards_gained_run,offense_ave_yards_gained_pass,offense_ave_yards_gained_run,offense_total_air_yards,offense_ave_air_yards,offense_total_yac,offense_ave_yac,offense_n_plays_pass,offense_n_plays_run,offense_n_interceptions,offense_n_fumbles_lost_pass,offense_n_fumbles_lost_run,offense_total_epa_pass,offense_total_epa_run,offense_ave_epa_pass,offense_ave_epa_run,offense_total_wpa_pass,offense_total_wpa_run,offense_ave_wpa_pass,offense_ave_wpa_run,offense_success_rate_pass,offense_success_rate_run,defense_completion_percentage,defense_total_yards_gained_pass,defense_total_yards_gained_run,defense_ave_yards_gained_pass,defense_ave_yards_gained_run,defense_total_air_yards,defense_ave_air_yards,defense_total_yac,defense_ave_yac,defense_n_plays_pass,defense_n_plays_run,defense_n_interceptions,defense_n_fumbles_lost_pass,defense_n_fumbles_lost_run,defense_total_epa_pass,defense_total_epa_run,defense_ave_epa_pass,defense_ave_epa_run,defense_total_wpa_pass,defense_total_wpa_run,defense_ave_wpa_pass,defense_ave_wpa_run,defense_success_rate_pass,defense_success_rate_run,score_diff
0.6290630975143403,2781,1697,5.317399617590822,4.011820330969267,2703,5.654811715481172,1633,4.963525835866261,523,423,13,7,3,-49.25027555389859,-11.525464241480293,-0.09416878690993993,-0.0272469603817501,-1.557634496202903,0.16167687333134162,-0.002978268635187195,3.822148305705476e-4,0.4416826003824092,0.4160756501182033,0.6212121212121212,3444,1967,6.5227272727272725,4.52183908045977,4064,8.177062374245473,1728,5.2682926829268295,528,435,11,5,6,33.82434162145652,-14.339633951762027,0.06406125307094038,-0.03296467575117707,-0.08499956829695499,0.6175504917701128,-1.6098403086544505e-4,0.0014196563029197995,0.4678030303030303,0.39770114942528734,-99
0.6350877192982456,4310,1770,7.56140350877193,4.154929577464789,5332,9.641952983725135,1407,3.886740331491713,570,426,9,4,4,165.2843386564893,-10.373097433303204,0.2899725239587531,-0.02434999397489015,5.644827941231296,0.45347637295666754,0.00990320691444087,0.0010644985280672946,0.5578947368421052,0.45539906103286387,0.6082004555808656,2550,2775,5.808656036446469,5.409356725146199,3619,8.76271186440678,1071,4.01123595505618,439,513,15,7,4,8.831105173944428,59.487397671172225,0.020116412696912136,0.1159598395149556,-1.3324297801685336,2.0764115953481834,-0.003035147563026272,0.0040475859558444125,0.4783599088838269,0.4853801169590643,67
0.5585774058577406,2872,2569,6.00836820083682,5.18989898989899,3836,8.58165548098434,1424,5.333333333333333,478,495,14,4,3,-28.075860368427545,45.50728755035292,-0.058736109557379804,0.09193391424313721,-1.2151918562616866,0.9253345819850664,-0.002542242377116499,0.001869362791889023,0.41841004184100417,0.43232323232323233,0.5268817204301075,3078,1474,5.516129032258065,3.6305418719211824,4357,8.330783938814532,1432,4.870748299319728,558,406,20,5,0,-79.52379968323702,-20.530733983681213,-0.1425157700416434,-0.050568310304633525,-1.2668165226793493,0.465142760346654,-0.002270280506593816,0.0011456718235139261,0.3996415770609319,0.39901477832512317,97
0.5528455284552846,3002,2155,6.1016260162601625,4.318637274549098,3693,8.243303571428571,1314,4.8487084870848705,492,499,12,7,4,10.428235427240754,-16.03699365196939,0.02119560046187145,-0.03213826383160198,-0.08174972697866034,-0.435157650752392,-1.661579816639438e-4,-8.720594203454749e-4,0.4329268292682927,0.3867735470941884,0.591337099811676,3333,1939,6.27683615819209,4.289823008849558,3696,7.421686746987952,1487,4.766025641025641,531,452,15,9,4,-6.937723768313693,-12.352222958044738,-0.013065393160666088,-0.027327926898329066,-0.45777383913804626,-0.3611831526191094,-8.62097625495379e-4,-7.990777712812155e-4,0.455743879472693,0.4026548672566372,16
0.584251968503937,3964,1816,6.24251968503937,4.386473429951691,5359,9.176369863013699,1618,4.361185983827493,635,414,8,5,3,44.03590953481088,-14.781747631157845,0.06934788903119823,-0.03570470442308658,1.4123238909407725,-0.6825680419567184,0.002224132111717752,-0.001648715077190141,0.4645669291338583,0.41545893719806765,0.553014553014553,3035,2336,6.3097713097713095,4.9914529914529915,4123,9.223713646532438,1362,5.120300751879699,481,468,17,4,9,2.566082683468991,-1.7976255232295122,0.005334891233823266,-0.003841080177840838,-0.4419204522372311,-0.6994000995877743,-9.187535389547424e-4,-0.0014944446572388338,0.4386694386694387,0.45085470085470086,-14
0.5797979797979798,3259,2588,6.583838383838384,5.015503875968992,4147,8.918279569892473,1310,4.564459930313589,495,516,9,3,1,79.66788704675491,53.220538967658676,0.16094522635708064,0.10314057939468736,1.9259203992172118,0.9957285717510239,0.003890748281246893,0.001929706534401209,0.46464646464646464,0.4321705426356589,0.5168918918918919,3211,1615,5.423986486486487,4.17312661498708,4653,8.746240601503759,1342,4.38562091503268,592,387,16,8,3,-61.18711561501479,-17.236040468824893,-0.103356614214552,-0.044537572270865355,-3.114981285619314,-0.5168877648254474,-0.005261792712194787,-0.0013356272992905618,0.3902027027027027,0.37467700258397935,189
0.47644927536231885,2420,1521,4.384057971014493,3.8801020408163267,4384,9.229473684210527,948,3.646153846153846,552,392,24,13,8,-170.83462542827087,-82.12624916190912,-0.3094830170802008,-0.20950573765793143,-3.9719661601767036,-2.207187391627916,-0.007195590869885333,-0.0056305800806834595,0.37318840579710144,0.3469387755102041,0.5555555555555556,2413,2164,5.471655328798186,4.161538461538462,3320,8.217821782178218,1029,4.217213114754099,441,520,18,2,2,-42.7724449406258,-24.166508447043505,-0.09698967106717869,-0.04647405470585289,-0.9925516016187725,-0.08728286980768951,-0.0022506839038974433,-1.6785167270709522e-4,0.41950113378684806,0.38269230769230766,-164
0.5454545454545454,3296,1675,5.2567783094098885,4.262086513994911,4834,8.277397260273972,1532,4.492668621700879,627,393,19,0,5,-63.64031311729721,-46.11365209183315,-0.10149970194146285,-0.11733753712934644,-2.9702667356756063,-1.1284321222196816,-0.004737267521013727,-0.0028713285552663653,0.430622009569378,0.3842239185750636,0.5128676470588235,3007,1625,5.5275735294117645,3.611111111111111,4466,8.985915492957746,1324,4.745519713261649,544,450,8,11,5,-35.34548782963812,-69.56258771121198,-0.06497332321624653,-0.15458352824713772,-0.1678168536841268,-2.1146077740982756,-3.08486863389939e-4,-0.0046991283868850564,0.38786764705882354,0.3466666666666667,-23
0.5724137931034483,3123,1829,5.38448275862069,4.175799086757991,4150,7.742537313432836,1717,5.171686746987952,580,438,20,5,6,-115.36425721177979,-41.58175822237479,-0.19890389174444792,-0.0949355210556502,-3.1479385263735136,-1.2663353618066993,-0.005427480217885368,-0.0028911766251294505,0.3913793103448276,0.3881278538812785,0.5661881977671451,3811,994,6.078149920255183,2.967164179104478,4650,7.802013422818792,1639,4.629943502824859,627,335,21,9,2,-45.11277068850679,-82.31807205707405,-0.07195019248565677,-0.2457255882300718,-1.6395902038152719,-2.1977606022239793,-0.0026149764016192537,-0.0065604794096238185,0.44178628389154706,0.28955223880597014,-45
0.5860215053763441,3408,1997,6.10752688172043,4.285407725321888,4207,7.98292220113852,1712,5.251533742331288,558,466,12,9,5,50.65419731154399,5.200739416379761,0.09077813138269533,0.011160385013690476,0.8857345760129369,0.843693432510364,0.001587337949843973,0.0018105009281338283,0.44623655913978494,0.4291845493562232,0.525,3207,1513,5.726785714285715,3.9711286089238844,4568,8.852713178294573,1634,5.557823129251701,560,381,22,7,4,-66.83182927875646,-42.65914602886511,-0.11934255228349368,-0.11196626254295304,-1.1904012826564068,-1.2457011637959758,-0.002125716576172155,-0.0032695568603568924,0.40714285714285714,0.3464566929133858,148
0.6175496688741722,4513,1786,7.4718543046357615,4.004484304932736,4046,6.9879101899827285,2153,5.787634408602151,604,446,13,6,4,96.36208383331471,-17.66322968269543,0.1595398738962164,-0.03960365399707495,2.3791679002032273,-0.3834255967108642,0.003939019702323224,-8.596986473337762e-4,0.4817880794701987,0.39461883408071746,0.5235294117647059,2854,2078,5.596078431372549,5.143564356435643,4881,10.341101694915254,1300,4.868913857677903,510,404,11,2,4,-28.254817611925905,-5.045452421260749,-0.05540160316063903,-0.01248874361698205,-0.25600807823092886,0.20271201534304994,-5.019766239822135e-4,5.017624142154702e-4,0.3862745098039216,0.4034653465346535,91
0.5512820512820513,3058,2171,5.6007326007326,4.900677200902934,4380,8.439306358381502,1295,4.316666666666666,546,443,18,4,4,-24.689444654761974,5.234303327490758,-0.045218763103959655,0.011815583132033314,-0.142524554218997,0.5228043743521,-2.610339820860751e-4,0.0011801453145645598,0.45604395604395603,0.45372460496614,0.5568561872909699,3651,1842,6.105351170568562,4.111607142857143,5190,9.185840707964601,1407,4.225225225225225,598,448,17,5,7,4.056565772588054,-32.087393536720775,0.006783554803658953,-0.07162364628732316,-0.33302623138075627,0.04398598532218423,-5.569000524761811e-4,9.818300295130408e-5,0.45819397993311034,0.38839285714285715,-7
0.6077669902912621,3153,1749,6.122330097087379,3.628630705394191,3687,7.649377593360996,1387,4.431309904153355,515,482,16,7,1,8.988192926068377,-46.356880430426436,0.017452801798191024,-0.09617610047806315,0.9741069655113688,-0.5635064352990664,0.0018914698359444053,-0.001169100488172337,0.4563106796116505,0.3796680497925311,0.5580985915492958,3228,2092,5.683098591549296,4.711711711711712,4299,8.126654064272211,1619,5.1234177215189876,568,444,16,7,2,-42.96316227424517,23.05389635063278,-0.07563937020113586,0.051923189978902655,-0.664989415162866,0.44164441755475736,-0.0011707560126106797,9.946946341323364e-4,0.43485915492957744,0.47297297297297297,21
0.5656742556917689,4086,1995,7.155866900175131,4.925925925925926,4685,8.906844106463879,2044,6.488888888888889,571,405,9,8,4,47.26952357322819,4.007220844526345,0.08278375406870085,0.009894372455620606,1.6666238966388995,0.4288374047970992,0.0029187809047966713,0.001058857789622467,0.4343257443082312,0.41728395061728396,0.5508021390374331,3067,2190,5.467023172905526,4.54356846473029,4117,8.072549019607843,1454,4.767213114754099,561,482,19,4,5,-82.79872487556908,-5.629525591040506,-0.1475913099386258,-0.011679513674357897,-1.466061370018293,-0.15084552808403418,-0.0026133001248097912,-3.1295752714529914e-4,0.42424242424242425,0.4315352697095436,70
0.5502645502645502,3733,2005,6.583774250440917,4.445676274944567,4922,9.501930501930502,1703,5.458333333333333,567,451,23,4,7,21.398397384899162,-35.395080413983834,0.03773967792751175,-0.07848133129486437,1.821971527516924,-1.2135715432810468,0.0032133536640510125,-0.0026908459939712793,0.4497354497354497,0.3858093126385809,0.5676156583629893,3393,1428,6.037366548042705,3.596977329974811,4326,8.27151051625239,1512,4.739811912225705,562,397,20,6,3,-22.691636432315505,-49.913140344100796,-0.04037657728170019,-0.12572579431763425,0.5293614070845892,-0.5643400875337908,9.419242118942869e-4,-0.0014215115555007325,0.4181494661921708,0.35516372795969775,38
0.5232974910394266,3059,1926,5.482078853046595,4.0125,5044,9.909626719056975,1072,3.683848797250859,558,480,22,9,4,-43.55160780197031,-47.538944284387895,-0.07804947634761705,-0.09903946725914144,-1.1932112162797446,-1.2720817160150653,-0.0021383713553400443,-0.0026501702416980525,0.4211469534050179,0.3625,0.546617915904936,3252,2040,5.9451553930530165,4.744186046511628,4781,9.562,1366,4.568561872909699,547,430,12,6,5,-7.4181452809937,-24.262547228016494,-0.013561508740390677,-0.056424528437247656,0.381003507109381,-0.6720991837734026,6.965329197612084e-4,-0.0015630213576125643,0.4149908592321755,0.3744186046511628,-6
0.5418410041841004,2692,2193,5.631799163179917,5.16,3496,7.927437641723356,1410,5.444015444015444,478,425,15,5,9,-48.02675089759776,-31.53976864064617,-0.10047437426275681,-0.07421122033093216,-0.9165608370186231,-0.4101198752363452,-0.0019174912908339395,-9.64987941732577e-4,0.38702928870292885,0.4047058823529412,0.5996376811594203,3571,1956,6.469202898550725,4.317880794701987,4389,8.48936170212766,1765,5.348484848484849,552,453,14,10,2,51.310099108497226,-6.759428420334228,0.09295307809510367,-0.014921475541576662,0.3064345685196149,-0.4440943067200508,5.551350878978532e-4,-9.803406329360945e-4,0.45652173913043476,0.4260485651214128,-114
0.5238938053097345,2798,1529,4.952212389380531,3.841708542713568,3540,6.654135338345864,1355,4.577702702702703,565,398,18,7,6,-133.47057221445164,-47.19281999233334,-0.23623110126451619,-0.11857492460385262,-2.306013294493196,-1.3341327959355107,-0.0040814394592799935,-0.003352092452099273,0.3769911504424779,0.37185929648241206,0.5833333333333334,3349,1940,6.49031007751938,4.050104384133611,4150,8.46938775510204,1349,4.48172757475083,516,479,11,6,2,41.95722895010487,-37.605908112862814,0.08131245920562959,-0.07850920274084094,0.6864046661181539,-0.24920716323879866,0.0013302416010041742,-5.202654764901851e-4,0.46511627906976744,0.35490605427974947,-142
0.47780126849894294,2597,2226,5.490486257928119,4.787096774193548,4301,9.75283446712018,1051,4.671111111111111,473,465,19,4,3,-85.79207123286565,-5.735712523385285,-0.18137858611599503,-0.012334865641688786,-1.8434207237510098,0.9681343358799206,-0.0038972953990507606,0.0020820093244729473,0.3657505285412262,0.3741935483870968,0.600358422939068,3595,2332,6.442652329749104,4.730223123732252,4643,8.843809523809524,1591,4.821212121212121,558,493,17,6,2,36.50621199602456,18.73029478539248,0.06542331898929132,0.03799248435170889,0.31151737175801675,0.17521290514451915,5.58274859781392e-4,3.5540143031342626e-4,0.4444444444444444,0.4198782961460446,-76
0.5580448065173116,3026,2230,6.1629327902240325,4.636174636174636,3919,8.373931623931623,1538,5.633699633699634,491,481,10,3,4,3.623851557245538,-8.806938226526748,0.007380553069746513,-0.018309642882591994,-0.6493230017800767,-0.6884147717959544,-0.0013224501054584048,-0.001431215741779531,0.4215885947046843,0.3991683991683992,0.571992110453649,3454,2225,6.812623274161735,4.704016913319239,4411,9.094845360824742,1468,5.062068965517241,507,473,6,1,3,109.1956075511967,-7.863865346229983,0.21537595177750826,-0.016625508131564447,2.3845388079101744,0.21736389683188861,0.0047032323627419605,4.595431222661493e-4,0.4536489151873767,0.40380549682875266,-69
0.5833333333333334,4057,1455,6.629084967320262,3.6928934010152283,5048,8.599659284497445,1588,4.46067415730337,612,394,24,9,3,2.970457049820824,-38.307747232327024,0.004853687989903307,-0.09722778485362189,0.8396397173324398,-0.9233190964554181,0.0013719603224386272,-0.002343449483389386,0.4673202614379085,0.36548223350253806,0.5957095709570958,3718,1585,6.135313531353136,4.002525252525253,4197,7.415194346289753,1823,5.077994428969359,606,396,18,5,5,-9.365794192019386,-52.30699757810215,-0.015455105927424731,-0.13208837772248017,-0.942220284638198,-0.7656788276037396,-0.0015548189515481815,-0.0019335323929387364,0.4735973597359736,0.3484848484848485,5
0.5581395348837209,3303,1527,5.48671096345515,4.0396825396825395,3921,7.064864864864865,1705,5.074404761904762,602,378,16,5,3,-91.6335218744145,-60.12527568104319,-0.15221515261530646,-0.15906157587577566,-1.3235846769374606,-1.5785014675477749,-0.002198645642753257,-0.004175929808327447,0.39700996677740863,0.3253968253968254,0.6083032490974729,3647,2058,6.5830324909747295,4.425806451612903,4421,8.37310606060606,1523,4.519287833827893,554,465,16,8,1,22.74035310954764,-6.1072902979574035,0.041047568789797186,-0.013133957630015921,0.7974725099174724,-0.36812781696789276,0.0014394810648329828,-7.91672724662135e-4,0.4602888086642599,0.4172043010752688,-155
0.5769881556683587,3035,1808,5.135363790186125,4.099773242630386,4443,8.063520871143377,1292,3.7888563049853374,591,441,14,13,7,-75.637738577109,-49.20516227997439,-0.12798263718630967,-0.11157633170062219,-1.96525697299422,-0.9352065154504483,-0.003325307906927614,-0.0021206496948989757,0.42470389170896783,0.36281179138321995,0.5613026819923371,3557,1286,6.814176245210728,2.9837587006960558,4420,9.020408163265307,1553,5.300341296928328,522,431,17,4,1,43.41943929492054,-77.40839580846675,0.08317900248069068,-0.17960184642335675,0.7961780618987035,-1.2199395682193628,0.0015252453293078613,-0.0028304862371678952,0.4425287356321839,0.308584686774942,-109
0.561965811965812,2634,1807,5.628205128205129,4.06981981981982,3352,7.583710407239819,1375,5.228136882129277,468,444,14,4,3,-79.20831512571526,-36.27145712987775,-0.16924853659340866,-0.08169247101323818,-1.4109470104208972,-1.1220729179854967,-0.0030148440393608913,-0.0025271912567240915,0.40384615384615385,0.3716216216216216,0.6020408163265306,3813,2000,6.48469387755102,4.444444444444445,4624,8.242424242424242,1500,4.237288135593221,588,450,18,4,6,57.93433274988395,-32.154120311115946,0.09852777678551693,-0.07145360069136877,-0.6603822061012742,-0.8641704591437399,-0.0011230989899681534,-0.0019203787980971998,0.4710884353741497,0.40444444444444444,-102
0.5297397769516728,2721,1830,5.057620817843866,4.121621621621622,4157,8.26441351888668,1280,4.539007092198582,538,444,17,5,4,-55.397292079294786,-43.80191557561977,-0.1029689443853063,-0.09865296300815266,-0.5719439174497216,-1.7179697300690298,-0.001063092783363795,-0.003869301193849166,0.3940520446096654,0.3738738738738739,0.6017857142857143,3426,1790,6.117857142857143,3.9514348785871967,4351,8.1024208566108,1459,4.329376854599406,560,453,14,7,7,10.168028865923196,-51.05763343811145,0.018157194403434277,-0.11271000758965001,0.1948847828962733,-0.7187657539313377,3.4800854088620233e-4,-0.0015866793685018492,0.4446428571428571,0.37527593818984545,-80
0.5397350993377483,3361,1344,5.564569536423841,3.230769230769231,4607,8.256272401433693,1756,5.403076923076923,604,416,21,4,6,-67.36994930439607,-72.68439403316275,-0.11153965116621865,-0.1747221010412566,-1.0014037032850582,-2.105170328337542,-0.0016579531511342024,-0.0050605055969652445,0.4139072847682119,0.3293269230769231,0.5924006908462867,3702,1984,6.393782383419689,4.428571428571429,4140,7.738317757009346,1810,5.30791788856305,579,448,16,9,8,-8.013128464168492,-46.631269404930585,-0.013839600110826411,-0.10408765492172006,0.12099453351743539,-0.8470501303196395,2.0897156047916302e-4,-0.0018907368980349095,0.46286701208981,0.3638392857142857,-14
0.6322033898305085,4011,1573,6.7983050847457624,3.903225806451613,5041,8.812937062937063,1742,4.670241286863271,590,403,20,4,3,49.32423184030777,-31.790880466904355,0.08360039294967418,-0.07888555947122669,0.6964326787806965,-1.0189819928674493,0.0011803943708147398,-0.00252849129743784,0.4830508474576271,0.4267990074441687,0.6326164874551972,3690,1909,6.612903225806452,4.418981481481482,4337,8.121722846441948,1401,3.9688385269121813,558,432,19,6,9,56.06382672758682,-49.85366311568217,0.10047280775553194,-0.11540199795296797,0.9888957585810416,-1.0562976131452793,0.0017722146211129777,-0.0024451333637622204,0.521505376344086,0.3726851851851852,-5
0.5456171735241503,3729,1908,6.6708407871198565,4.47887323943662,4332,8.067039106145252,1622,5.3180327868852455,559,426,20,4,4,18.82195700685611,-25.335492305591313,0.033670763876307894,-0.05947298663284346,1.6631197939665379,-0.2971631587819199,0.0029751695777576704,-6.975661004270421e-4,0.4525939177101968,0.38967136150234744,0.5629139072847682,3683,2074,6.097682119205298,4.538293216630197,4939,8.6195462478185,1609,4.732352941176471,604,457,17,3,5,21.91825867200901,-21.66054939126933,0.03628850773511425,-0.04739726343822611,0.2307033822998824,-0.7637620565160796,3.8195924221834837e-4,-0.001671251764805426,0.44867549668874174,0.40043763676148797,20
